id,name,address,distance,phone,phone_e164,email,is_mobile,status
c481,Northwich Tandoori,"104, Witton Street, Northwich, CW9 5AB",20.2 mi,+44 1606 41221,+44 1606 41221,,False,new
c482,Paradox Cafe Bistro,"38, Witton Street, Northwich, CW9 5AG",20.2 mi,+44160643324,+44160643324,,False,new
c483,The Swinging Witch,"3, Crown Street, Northwich, CW9 5AX",20.2 mi,+44 160642124,+44 160642124,,False,new
c484,Chokri,"2A, Station Road, Northwich, CW9 5QY",20.2 mi,+44 1606331051,+44 1606331051,,False,new
c485,Ruchi,"69, Whitworth Road",20.3 mi,+44 1706 521101,+44 1706 521101,,False,new
c486,Hung Wan,"219, Finney Lane, Heald Green, SK8 3PX",20.3 mi,+44 161 437 2379,+44 161 437 2379,,False,new
c487,Café On The Lane,"254, Finney Lane, Cheadle, SK8 3QD",20.3 mi,+44 161 546 8498,+44 161 546 8498,,False,new
c488,Sol's,"252, Finney Lane, Cheadle, SK8 3QD",20.3 mi,+44 161 437 3452,+44 161 437 3452,,False,new
c489,Perfect Sandwich,"248B, Finney Lane, Cheadle, SK8 3QD",20.4 mi,+44 161 437 2060,+44 161 437 2060,,False,new
c490,Wing Lee,"414, Manchester Road, Stockport, SK4 5BY",20.5 mi,+44 161 432 4268,+44 161 432 4268,,False,new
c491,Banquet House Chinese Take Away,,20.6 mi,+44 151 609 1818,+44 151 609 1818,,False,new
c492,Broadway Steak & Wine,,20.6 mi,+44 151 608 3830,+44 151 608 3830,,False,new
c493,Spice Garden,,20.6 mi,+44 151 334 5216,+44 151 334 5216,,False,new
c494,Royal Sizzler,,20.6 mi,+44 151 334 7194,+44 151 334 7194,,False,new
c495,The Greyhound,"1, Elly Clough, OL2 5ES",20.6 mi,+44 161 536 3155,+44 161 536 3155,,False,new
c496,Winston's Cafe and Sandwich Shop,,20.8 mi,+44 151 327 1444,+44 151 327 1444,,False,new
c497,The Friendship Inn,"278-280, Manchester Street, Oldham, OL9 6HB",20.8 mi,+44 161 624 2272,+44 161 624 2272,,False,new
c498,Abbie's Pizza and Grill,"16, Greenbank Lane, Northwich, CW8 1JG",20.8 mi,+44 1606 79795,+44 1606 79795,,False,new
c499,Happy Garden Fish & Chips,,20.9 mi,+44 151 201 9681,+44 151 201 9681,,False,new
c500,Dynasty Takeaway,"44, Kensington Road, Stockport, SK3 0UF",21.0 mi,+44 161 480 5565,+44 161 480 5565,,False,new
c501,Canadian Charcoal Pit,,21.0 mi,+44 161 4747980,+44 161 4747980,,False,new
c502,Sun Hing,"290-292, Oldham Road, OL2 5AN",21.0 mi,+44 161 633 2794,+44 161 633 2794,,False,new
c503,Ree Ming,"369, Oldham Road, OL2 6AB",21.0 mi,+44 161 633 3709,+44 161 633 3709,,False,new
c504,Sizzling Fried Chicken,,21.1 mi,+44 161 4747555,+44 161 4747555,,False,new
c505,Taj of Arga Fort,,21.3 mi,+44 151 356 7807,+44 151 356 7807,,False,new
c506,Yelpa Fish Bar,,21.3 mi,+44 151 356 8991,+44 151 356 8991,,False,new
c507,The William Jessop,"65A-69, Whitby Road, Ellesmere Port, CH65 8AB",21.4 mi,+44 844 561 5515,+44 844 561 5515,,False,new
c508,National Milk Bar,"28, Mercer Walk, Ellesmere Port, CH65 0AP",21.5 mi,+44 151 357 2341,+44 151 357 2341,,False,new
c509,The FRIARY,"108-110, Castle Street, Stockport, SK3 9AL",21.5 mi,+44 161 480 2975,+44 161 480 2975,,False,new
c510,J & J Chippy,"12, Duchy Street, Stockport, SK3 9BS",21.5 mi,+44 161 477 2323,+44 161 477 2323,,False,new
c511,Cha Cha Chai,"34-36, Yorkshire Street, Oldham, OL1 1SE",21.5 mi,+44 7380 797361,+447380797361,,True,new
c512,The Cat,"Wolverham Road, Ellesmere Port, CH65 5BZ",21.5 mi,+44 151 355 3295,+44 151 355 3295,,False,new
c513,Salty Towers 2,"67, Dale Street, Stockport, SK3 9QE",21.6 mi,+44 161 477 7343,+44 161 477 7343,,False,new
c514,Chilli Massalla,"36-38, Castle Street, Stockport, SK3 9AD",21.6 mi,+44 161 477 1443,+44 161 477 1443,,False,new
c515,Cafe San Juan,"27, St. Petersgate, Stockport, SK1 1EB",21.6 mi,+44 161 480 7111,+44 161 480 7111,,False,new
c516,The Woodpecker,"London Road, Northwich, CW9 8EG",21.6 mi,+44160645524,+44160645524,,False,new
c517,Woodcote House,"3, Hooton Road, Ellesmere Port, CH66 1QU",21.7 mi,+44 151 327 1542,+44 151 327 1542,,False,new
c518,Allegria Restaurant,"27, St Annes Road West, Lytham St Annes, FY8 1SB",21.7 mi,+44 1253 781936,+44 1253 781936,,False,new
c519,David's Fish and Chips,"12-18, Dale Street, Milnrow, OL16 4HS",21.8 mi,+44 1706 759991,+44 1706 759991,,False,new
c520,The Halfway House,"150, Chester Road, Ellesmere Port, CH66 1QN",21.8 mi,+44 151 339 2202,+44 151 339 2202,,False,new
c521,Eastern Delight,"5-7, Chester Road, Ellesmere Port, CH65 9BD",21.9 mi,+44 151 355 3432,+44 151 355 3432,,False,new
c522,A Bite 2 Eat,"119, Hulme Hall Road, Cheadle, SK8 6LQ",21.9 mi,+44 161 486 6710,+44 161 486 6710,,False,new
c523,Chow’s Kitchen,"106, Victoria Road, Padiham, BB12 8RE",21.9 mi,+44 1282 771950,+44 1282 771950,,False,new
c524,Bellavista,"Wildhouse Lane, OL16 3JW",22.0 mi,+44 1706 342479,+44 1706 342479,,False,new
c525,Aladdin's Cave,"1, Burnley Road, Burnley, BB12 8NB",22.0 mi,+44 1282 773311,+44 1282 773311,,False,new
c526,Eddie Gills,"10, Moor Lane, Burnley, BB12 8LZ",22.0 mi,+44 1282 680200,+44 1282 680200,,False,new
c527,One Thirty,"130, Hulme Hall Road, Cheadle, SK8 6LQ",22.0 mi,+44 161 485 8508,+44 161 485 8508,,False,new
c528,Fresh Pizza,"144, Hulme Hall Road, Cheadle, SK8 6LQ",22.0 mi,+44 161 465 7098,+44 161 465 7098,,False,new
c529,New Orchid House,"5, Gillbent Road, Cheadle, SK8 7LE",22.0 mi,+44 161 485 7034,+44 161 485 7034,,False,new
c530,Milnrow Working Mens Club,"131, Dale Street, Milnrow, OL16 3NW",22.0 mi,+44 1706 656856,+44 1706 656856,,False,new
c531,Subway,"Newhey Road, Rochdale, OL16 4JD",22.0 mi,+44 1706 769305,+44 1706 769305,,False,new
c532,Pendle Street Chip Shop,,22.0 mi,+44 1282 775960,+44 1282 775960,,False,new
c533,The Coppermine Creamery,"14, Chester Road, Ellesmere Port, CH65 6RU",22.0 mi,+44 151 355 1367,+44 151 355 1367,,False,new
c534,John Milne,"Newhey Road, Milnrow, OL16 4JF",22.0 mi,+44 1706 299999,+44 1706 299999,,False,new
c535,Glyco Chinese & English Takeaway,"37, Underwood Drive, Ellesmere Port, CH65 9BH",22.1 mi,+44 151 355 1302,+44 151 355 1302,,False,new
c536,Leung's Fish & Chips,,22.1 mi,+44 151 347 1580,+44 151 347 1580,,False,new
c537,Old Hall Farm,"Kinsey Road, Ellesmere Port, CH65 9JY",22.1 mi,+44 151 357 3941,+44 151 357 3941,,False,new
c538,Ego at Stanney Oaks,"Shotwick-Frodsham Road, Chester, CH2 4HT",22.2 mi,+44 151 356 4930,+44 151 356 4930,,False,new
c539,George IV,"702, Padiham Road, Burnley, BB12 6LG",22.3 mi,+44 1282 771436,+44 1282 771436,,False,new
c540,The White Swan,"Old Chester Road, Ellesmere Port, CH66 3NZ",22.4 mi,+44 151 339 9284,+44 151 339 9284,,False,new
c541,The Woodlands Café at Dunwood Park,,22.4 mi,+44 1706 614320,+44 1706 614320,,False,new
c542,The Railway,"52-54, Wellington Road, Ashton-under-Lyne, OL6 6DD",22.4 mi,+441613305512,+441613305512,,False,new
c543,The Woodland,"Chester Road, Ellesmere Port, CH66 2LJ",22.5 mi,+44 151 356 6021,+44 151 356 6021,,False,new
c544,Pizza Hut,"4-8, Henrietta Street, Ashton-under-Lyne, OL6 6EF",22.5 mi,+441616411833,+441616411833,,False,new
c545,Mr Thomas's,"21, Lake Bank, Littleborough, OL15 0DQ",22.5 mi,+44 1706 373731,+44 1706 373731,,False,new
c546,Sue's,"96, Penny Meadow, Ashton-under-Lyne, OL6 6EP",22.6 mi,+441618300717,+441618300717,,False,new
c547,JJ’s Burnley at The Dugdale,"Dugdale Road, Burnley, BB12 6DW",22.6 mi,+44 1282 838700,+44 1282 838700,,False,new
c548,Hope Farm Fish Bar,"7, Hope Farm Precinct, Ellesmere Port, CH66 2RG",22.7 mi,+44 151 355 2291,+44 151 355 2291,,False,new
c549,The Lion Hotel,"74, Main Road, Northwich, CW9 8PB",22.7 mi,+44 1606 606049,+44 1606 606049,,False,new
c550,The Traveller's Rest,"1, Whitlow Lane, Northwich, CW9 8QN",22.7 mi,+44 1606 550432,+44 1606 550432,,False,new
c551,The Seahorse,"Hope Farm Road, Ellesmere Port, CH66 2NP",23.0 mi,+44 151 348 1004,+44 151 348 1004,,False,new
c552,Selwyn's English Fish & Chips,"61, High Street, Oldham, OL4 3BN",23.0 mi,+44 161 652 2499,+44 161 652 2499,,False,new
c553,Ocean Star,"525, Pensby Road, Wirral, CH61 7UQ",23.1 mi,+44 151 648 0112,+44 151 648 0112,,False,new
c554,Piccolino,"Moss Lane, Stockport, SK7 1BA",23.1 mi,+44 161 439 8298,+44 161 439 8298,,False,new
c555,Courtyard Caffe,"17, High Street, PR3 0ZB",23.5 mi,+44 1995 672011,+44 1995 672011,,False,new
c556,The New Regal,"11, Station Approach, Wirral, CH47 8XA",23.7 mi,+44 151 632 1542,+44 151 632 1542,,False,new
c557,Heima Coffee,"9, Station Approach, Wirral, CH47 8XA",23.7 mi,+44 151 306 3258,+44 151 306 3258,,False,new
c558,The Old Fleece,"29, Market Street, Stalybridge, SK15 2AL",23.9 mi,+44 161 312 7187,+44 161 312 7187,,False,new
c559,The Hungry Flame,"759, Burnley Road, OL14 8LF",24.0 mi,+44 1706 551818,+44 1706 551818,,False,new
c560,Moor Fillings,"752, Burnley Road, Todmorden, OL14 8LF",24.0 mi,+44 1706 812220,+44 1706 812220,,False,new
c561,The Shippons,"8a, Thingwall Road, Wirral, CH61 3UA",24.0 mi,+44 151 648 0449,+44 151 648 0449,,False,new
c562,Platform One,"6, Stockport Road, Romiley, SK6 4BN",24.1 mi,+44 161 406 8686,+44 161 406 8686,,False,new
c563,Jesun,"59, Woone Lane, Clitheroe, BB7 1BJ",24.2 mi,+441200428323,+441200428323,,False,new
c564,Jun Yue,,24.2 mi,+441200424000,+441200424000,,False,new
c565,The Gillery,"1-3, Old Brow, Mossley, OL5 0AD",24.3 mi,+44 1457 237007,+44 1457 237007,,False,new
c566,Yummy Chippy,"54, Mottram Road, Stalybridge, SK15 2QS",24.3 mi,+44 1613040630,+44 1613040630,,False,new
c567,Tokies,"89, Mottram Road, Stalybridge, SK15 2QS",24.4 mi,+44 1613040653,+44 1613040653,,False,new
c568,Food Spot,"85, Mottram Road, Stalybridge, SK15 2QS",24.4 mi,+44 1613385599,+44 1613385599,,False,new
c569,Castle Chippy,"51, Moor Lane, Clitheroe, BB7 1BE",24.5 mi,+441200443066,+441200443066,,False,new
c570,Oxford Street Chippy,"33, Oxford Street, Stalybridge, SK15 2NX",24.5 mi,+44 1613388774,+44 1613388774,,False,new
c571,Canton Fusions,"164, Wharton Road, Winsford, CW7 3AP",24.5 mi,+44 1606 591288,+44 1606 591288,,False,new
c572,Sun Kin,"9, Abbotts Way, Winsford, CW7 2JJ",24.5 mi,+44 1606 593680,+44 1606 593680,,False,new
c573,Golden Tiger,"88, Market Street, Wirral, CH47 3BD",24.6 mi,+44 151 364 0627,+44 151 364 0627,,False,new
c574,Ali's Kebab & Pizza House,"67, Market Street, Wirral, CH47 2BH",24.6 mi,+44 151 632 0729,+44 151 632 0729,,False,new
c575,Megabites,,24.6 mi,+44 1200 444133,+44 1200 444133,,False,new
c576,Charelles,"103, Market Street, Wirral, CH47 5AA",24.6 mi,+44 151 345 6291,+44 151 345 6291,,False,new
c577,Pizza Magic,"57, Market Street, Wirral, CH47 2BP",24.7 mi,+44 151 632 1332,+44 151 632 1332,,False,new
c578,Ice And Spice,"11-13, King Street, Clitheroe, BB7 2EU",24.7 mi,+44 1200 425888,+44 1200 425888,,False,new
c579,The Dolphin,"17, Shaw Street, Wirral, CH47 2BW",24.7 mi,+44 151 632 1554,+44 151 632 1554,,False,new
c580,Kowloon,"Market Street, Wirral, CH47 3BB",24.7 mi,+44 151 632 3888,+44 151 632 3888,,False,new
c581,The Bay Horse,"17, Church Square, Burnley, BB10 3NH",24.7 mi,+447785723359,+447785723359,,True,new
c582,New Golden Chef,"92, Delamere Street, Winsford, CW7 2LU",24.7 mi,+44 1606 592161,+44 1606 592161,,False,new
c583,Winsford Kebab & Pizza House,"94, Delamere Street, Winsford, CW7 2LU",24.7 mi,+44 1606 863728,+44 1606 863728,,False,new
c584,Phoenix,"62, Wharton Road, Winsford, CW7 3AE",24.7 mi,+44 1606 593506,+44 1606 593506,,False,new
c585,Plasterers Arms,"35, Back Seaview, Wirral, CH47 2DJ",24.7 mi,+44 151 345 0249,+44 151 345 0249,,False,new
c586,The Black Horse Hotel,"School Hill, Wirral, CH60 0DP",24.7 mi,+44 151 364 4351,+44 151 364 4351,,False,new
c587,Ali Baba Kebab House,"33, Rochdale Road, Todmorden, OL14 7LA",24.8 mi,+44 1706 816339,+44 1706 816339,,False,new
c588,The Red Lion,"1, Wharton Road, Winsford, CW7 3AA",24.8 mi,+44 1606 869156,+44 1606 869156,,False,new
c589,The Top House,"32, Wharton Road, Winsford, CW7 3AE",24.8 mi,+44 1606 559080,+44 1606 559080,,False,new
c590,The Corner Fish and Chip Shop,"12, Princess Street, Winsford, CW7 3EL",24.8 mi,+44 1606 556501,+44 1606 556501,,False,new
c591,Cheshire Fish Bar,"432, High Street, Winsford, CW7 2DS",24.8 mi,+44 1606 596674,+44 1606 596674,,False,new
c592,Great Wall,"100, High Street, Winsford, CW7 2AP",24.8 mi,+44 1606 553377,+44 1606 553377,,False,new
c593,Millennium Balti,"78, High Street, Winsford, CW7 2AP",24.8 mi,+44 1606 552266,+44 1606 552266,,False,new
c594,Ming Kong,"72, High Street, Winsford, CW7 2AP",24.8 mi,+44 1606 556599,+44 1606 556599,,False,new
c595,Moorlands Balti King,"66, High Street, Winsford, CW7 2AP",24.8 mi,+44 1606 862838,+44 1606 862838,,False,new
c596,Aroma Spice,"58 - 60, High Street, Winsford, CW7 2AD",24.8 mi,+44 1606 558748,+44 1606 558748,,False,new
c597,The Ark Inn,"21, Market Place, Winsford, CW7 3DA",24.8 mi,+44 1606 543 966,+44 1606 543 966,,False,new
c598,Waddington Road Chippy,"23, Waddington Road, Clitheroe, BB7 2HJ",24.9 mi,+44 1200 428081,+44 1200 428081,,False,new
c599,New Dynasty,"Albert Road, Wirral, CH47 2AB",24.9 mi,+44 151 632 0018,+44 151 632 0018,,False,new
c600,Evergreen,"80, Waterloo Road, Clitheroe, BB7 1NS",24.9 mi,+44 1200 424372,+44 1200 424372,,False,new
c601,The Princes Feathers,"281, Station Road, Winsford, CW7 3DQ",25.0 mi,+44 1606 592487,+44 1606 592487,,False,new
c602,Dysarts Arms,"Huddersfield Road, Ashton-under-Lyne, OL5 9BT",25.0 mi,+44 1457 832 103,+44 1457 832 103,,False,new
c603,Hugo's Bistro,,25.1 mi,+44 1995 262199,+44 1995 262199,,False,new
c604,East 'n' Spice,"2, Oak Grove, Bridge Street",25.1 mi,+44 1995 605610,+44 1995 605610,,False,new
c605,YØT,"12, Banks Road, Wirral, CH60 9JS",25.1 mi,+44 1513426090,+44 1513426090,,False,new
c606,The Farmers Arms,"18, Church Street, PR3 1PA",25.2 mi,+44 1995 603350,+44 1995 603350,,False,new
c607,Hash Browns,"161, Layton Road, Blackpool, FY3 8ES",25.2 mi,+44 7958 244914,+447958244914,,True,new
c608,Thai Courtyard,"1, Pringle Court, Garstang, PR3 1LN",25.2 mi,+44 7791 793069,+447791793069,,True,new
c609,Garstang Deli Cafe,PR3 1ZA,25.2 mi,+44 1995 603330,+44 1995 603330,,False,new
c610,The Great Season,,25.2 mi,+44 1995 601797,+44 1995 601797,,False,new
c611,Eagle and Child,"3, High Street, PR3 1EA",25.3 mi,+44 1995 601524,+44 1995 601524,,False,new
c612,Whistle Stop Cafe,"Station Road, Wirral, CH61 0HN",25.3 mi,+44 151 647 7587,+44 151 647 7587,,False,new
c613,Garstang Fish & Chips,"2, Stoops Weind, PR3 1EA",25.3 mi,+44 1995 600205,+44 1995 600205,,False,new
c614,The Fish & Chip Plaice,"75, Hazelhurst Drive, PR3 1NB",25.3 mi,+44 1995 605005,+44 1995 605005,,False,new
c615,Newton Brewery Inn,"68, Webb's Lane, Middlewich, CW10 9DN",25.3 mi,+44 1606 832335,+44 1606 832335,,False,new
c616,Merry Cat,"39, Layton Road, Blackpool, FY3 8EA",25.4 mi,+44 7525 125064,+447525125064,,True,new
c617,Palma Café,"16-20, Central Drive, Blackpool, FY1 5PY",25.4 mi,+44 1253 620077,+44 1253 620077,,False,new
c618,McDoner's,"80, Wheelock Street, Middlewich, CW10 9AE",25.4 mi,+44 1606 832999,+44 1606 832999,,False,new
c619,Ruby Fish & Chip Shop,"7, Cedar Grove, Chester, CH2 3LQ",25.5 mi,+44 1244 324238,+44 1244 324238,,False,new
c620,Tigris Grill,"25, Westcliffe Drive, Blackpool, FY3 7BJ",25.5 mi,+44 1253 390390,+44 1253 390390,,False,new
c621,Miller & Carter,"Holmes Chapel Road, Middlewich, CW10 0JB",25.5 mi,+44 1606 836903,+44 1606 836903,,False,new
c622,Tai Pan Noodle Bar,"4, Deansgate, Blackpool, FY1 1BN",25.6 mi,+44 7918163674,+447918163674,,True,new
c623,Golden House,"2A, Greenbridge Lane, Oldham, OL3 7JR",25.6 mi,+44 1457 870901,+44 1457 870901,,False,new
c624,Kings Arms,"2, Queen Street, Middlewich, CW10 9AR",25.6 mi,+44 1606 833145,+44 1606 833145,,False,new
c625,42 High St,"42, High Street, Oldham, OL3 6HA",25.7 mi,+44 1457 878725,+44 1457 878725,,False,new
c626,Lightly Battered,"99, Croston Road, PR3 1HQ",25.7 mi,+44 1995 603887,+44 1995 603887,,False,new
c627,Sheradon Grill & Wok Bar,"50, Green Lane, Chester, CH3 5LB",25.8 mi,+44 1244 345151,+44 1244 345151,,False,new
c628,China Garden,"7, Charles Street, Chester, CH2 3AZ",25.9 mi,+44 1244 313946,+44 1244 313946,,False,new
c629,Chatwins,"1-5, Charles Street, Chester, CH2 3AZ",25.9 mi,+44 1244 326029,+44 1244 326029,,False,new
c630,Sarnies,"1A, Faulkner Street, Chester, CH2 3BD",25.9 mi,+44 1244 317281,+44 1244 317281,,False,new
c631,Made In Italty,"25-27, Faulkner Street, Chester, CH2 3BD",25.9 mi,+44 1244 340495,+44 1244 340495,,False,new
c632,Hawk Green Fryery,"16, Upper Hibbert Lane, Stockport, SK6 7HQ",25.9 mi,+44 161 427 4731,+44 161 427 4731,,False,new
c633,Shanghai,"4, Hoole Road, Chester, CH2 3NH",25.9 mi,+44 1244 342888,+44 1244 342888,,False,new
c634,Short + Stout,"3A, Ermine Road, Chester, CH2 3PN",26.0 mi,+44 1244 343378,+44 1244 343378,,False,new
c635,The Kings Lock,"Booth Lane, Middlewich, CW10 0JJ",26.0 mi,+44 1606 841849,+44 1606 841849,,False,new
c636,Bulls Head Hotel,"28, Buxton Road, SK6 8BH",26.1 mi,+44 1663 766195,+44 1663 766195,,False,new
c637,The Yellow Broom,"Forty Acre Lane, Twemlow Green, CW4 8BL",26.1 mi,+44 1477 534048,+44 1477 534048,,False,new
c638,Don Alberto,"1, Macclesfield Road, CW4 7NF",26.2 mi,+441477537084,+441477537084,,False,new
c639,Tasty China,"105, Brook Street, Chester, CH1 3DX",26.3 mi,+44 1244 340664,+44 1244 340664,,False,new
c640,Sea Breeze Fish Bar,"136, Christleton Road, Chester, CH3 5TD",26.3 mi,+44 1244 347132,+44 1244 347132,,False,new
c641,Chai Station,"91, Brook Street, Chester, CH1 3DX",26.3 mi,+44 1244 796551,+44 1244 796551,,False,new
c642,Burger Nest,"99, Brook Street, Chester, CH1 3DX",26.3 mi,+44 1244 637577,+44 1244 637577,,False,new
c643,Chester Charcoal Grill,"62, Brook Street, Chester, CH1 3DN",26.3 mi,+44 1244 297142,+44 1244 297142,,False,new
c644,London Road Fish Bar,"33, London Road, CW4 7AP",26.4 mi,+441477535880,+441477535880,,False,new
c645,On A Roll,"41, Boughton, Chester, CH3 5AF",26.4 mi,+44 1244 351465,+44 1244 351465,,False,new
c646,Biryani mama,"27, City Road, Chester, CH1 3AE",26.4 mi,+44 1244 326596,+44 1244 326596,,False,new
c647,The Bridge Restaurant,,26.5 mi,+44 1625 829 326,+44 1625 829 326,,False,new
c648,Robs Fish 'N' Chip Bar,"74, Warmingham Lane, Middlewich, CW10 0DJ",26.5 mi,+44 1606 737739,+44 1606 737739,,False,new
c649,Turnpike Middlewich,"78, Warmingham Lane, Middlewich, CW10 0DJ",26.5 mi,+44 1606 831268,+44 1606 831268,,False,new
c650,Indian Thali,"New Road, SK10 4HP",26.6 mi,+44 1625 828220,+44 1625 828220,,False,new
c651,Hamza,"67, Larch Street, Nelson, BB9 9RH",26.6 mi,+44 1282 696555,+44 1282 696555,,False,new
c652,China Chef,"73, Barkerhouse Road, Nelson, BB9 9ES",26.7 mi,+44 1282 612572,+44 1282 612572,,False,new
c653,Mayflower,"49, Belgrave Street, Nelson, BB9 9HS",26.8 mi,+44 1282 601195,+44 1282 601195,,False,new
c654,The Beltie Cafe,PR3 1AW,26.9 mi,+44 7721 775157,+447721775157,,True,new
c655,Smash Eat,"26, Hallam Road, Nelson, BB9 8AA",26.9 mi,+44 1282 338807,+44 1282 338807,,False,new
c656,Cask Micropub Bispham,"103, Red Bank Road, Blackpool, FY2 9HZ",27.1 mi,+44 1253 352245,+44 1253 352245,,False,new
c657,Oriental,"Red Bank Road, Blackpool, FY2 9HZ",27.1 mi,+44 1253 354414,+44 1253 354414,,False,new
c658,Mi Casa Su Casa,"117, Red Bank Road, Blackpool, FY2 9HZ",27.1 mi,+44 1253 351993,+44 1253 351993,,False,new
c659,Taisan City,"2, Glenfield Road, Nelson, BB9 8AW",27.1 mi,+44 1282 690936,+44 1282 690936,,False,new
c660,The Coffee Tavern,"Shrigley Road, SK10 5SE",27.2 mi,+44 1625 576370,+44 1625 576370,,False,new
c661,Lipss,"100, Chester Road, Chester, CH3 6BT",27.3 mi,+44 1244 749633,+44 1244 749633,,False,new
c662,Bake & Muffin,"7a, Marple Road, Charlesworth, SK13 5EY",27.4 mi,+44 1457 862825,+44 1457 862825,,False,new
c663,Home Taste,"5, Fountain Square, Stockport, SK12 2AB",27.6 mi,+44 1663 765578,+44 1663 765578,,False,new
c664,Fu Shing,"26, Green Lane, Hadfield, SK13 2DT",27.6 mi,+44 1457 861531,+44 1457 861531,,False,new
c665,The Rajni,"95, Station Road, Hadfield, SK13 1AR",27.9 mi,+44 1457 860888,+44 1457 860888,,False,new
c666,Kota Lapo Indonesian Street Food,"101, Station Road, Hadfield, SK13 1AR",27.9 mi,+44 1457 853713,+44 1457 853713,,False,new
c667,Happy Garden,"Earlsway, SK11 8SS",27.9 mi,+44 1625 422900,+44 1625 422900,,False,new
c668,Lorraine's Sandwich Bar,"108, Station Road, Hadfield, SK13 1AJ",27.9 mi,+44 7435158861,+447435158861,,True,new
c669,The Ivy Leaf,"108, Ivy Road, Macclesfield, SK11 8NA",28.2 mi,+44 1625 421818,+44 1625 421818,,False,new
c670,The Little Man,"Winsford Road, Wettenhall, Nr. Winsford, CW7 4DL",28.3 mi,+44 1270 528203,+44 1270 528203,,False,new
c671,The Old Bank Cafe,"Station Road, Deeside, CH5 1SX",28.4 mi,+44 1244 267758,+44 1244 267758,,False,new
c672,Hotstuff Take Away,,28.5 mi,+44 1244 831 054,+44 1244 831 054,,False,new
c673,caffe & Creams,,28.5 mi,+44 1244 812 555,+44 1244 812 555,,False,new
c674,Harun's Charcoal Grill House,,28.5 mi,+44 1244 819 999,+44 1244 819 999,,False,new
c675,The Pavilion Cafe,"Alkincoats Road, Colne, BB8 9QQ",28.5 mi,+441282863520,+441282863520,,False,new
c676,Station BBQ,"88-90, High Street, Deeside, CH5 4DD",28.5 mi,+44 1244 818747,+44 1244 818747,,False,new
c677,New City,"111, High Street, Deeside, CH5 4DF",28.5 mi,+44 1244 816688,+44 1244 816688,,False,new
c678,The Flower Pot,"1, Congleton Road, Macclesfield, SK11 7UF",28.6 mi,+44 1625 423879,+44 1625 423879,,False,new
c679,Olives Bistro & Mediterranean,"14, Church Street, Colne, BB8 0LG",28.7 mi,+441282871459,+441282871459,,False,new
c680,The Cross Inn,"46, Towngate, Hebden Bridge, HX7 7NB",28.8 mi,+44 1422 846607,+44 1422 846607,,False,new
c681,On The Bridge,"34, Union Road, High Peak, SK22 3ES",28.8 mi,+44 1663 746436,+44 1663 746436,,False,new
c682,Hebden Sarnies,"34, Bridge Gate",28.8 mi,+44 1422 844427,+44 1422 844427,,False,new
c683,Rendezvous,,28.8 mi,+44 1422 845025,+44 1422 845025,,False,new
c684,Cardamon,"9, Albert Street",28.8 mi,+44 1422 843552; +44 1422 706449,+44 1422 843552; +44 1422 706449,,False,new
c685,Nags Head,"60, Waters Green, Macclesfield, SK11 6JT",28.8 mi,+44 1625 423786,+44 1625 423786,,False,new
c686,Old Millstone,"66, Waters Green, Macclesfield, SK11 6JZ",28.8 mi,+44 1625 610815,+44 1625 610815,,False,new
c687,The Queens Hotel,"5, Albert Place, Macclesfield, SK11 6JW",28.8 mi,+44 1625 263522,+44 1625 263522,,False,new
c688,Victoria Lounge,"Bernard Street, SK13 7AA",28.9 mi,+44 1457 368424,+44 1457 368424,,False,new
c689,Spring Gardens,"236, Hurdsfield Road, SK10 2PX",28.9 mi,+44 1625 613209,+44 1625 613209,,False,new
c690,The Coffee Shop at Wimberry Hill,"Cemetery Road, Glossop, SK13 7QE",28.9 mi,+44 1457 865316,+44 1457 865316,,False,new
c691,Kwei Ping,"22, Henry Street, SK13 8BW",28.9 mi,+44 1457 853105,+44 1457 853105,,False,new
c692,Nizza Pizza,"4, Valley Road, Hebden Bridge, HX7 7BN",28.9 mi,+44 1422 649595,+44 1422 649595,,False,new
c693,Lee Garden,"1, Trawden Road, Colne, BB8 7BU",29.4 mi,+441282862656,+441282862656,,False,new
c694,Milton Green cafe & deli,,29.7 mi,+44 7896 831545,+447896831545,,True,new
c695,Kiki’s Table,"4, Congleton Road, Sandbach, CW11 1HN",29.8 mi,+44 7459 709910,+447459709910,,True,new
c696,Fish & Chips @ No. 3,"3-6, High Street, Chester, CH3 9PX",29.8 mi,+44 1829 770033,+44 1829 770033,,False,new
c697,Tattenhall Spice,"High Street, Chester, CH3 9PX",29.8 mi,+44 1829 770839,+44 1829 770839,,False,new
c698,The Beer Emporium,,29.8 mi,+44 1270 760113,+44 1270 760113,,False,new
c699,The Black Cat Coffee House,"11, Welles Street, Sandbach, CW11 1GT",29.8 mi,+44 1270 747737,+44 1270 747737,,False,new
c700,Cafe Pen y Maes,,30.2 mi,+44 1352 713955,+44 1352 713955,,False,new
c701,The Olde Barbridge Inn,"Old Chester Road, CW5 6AY",30.4 mi,+44 1270 439838,+44 1270 439838,,False,new
c702,The Railway,"33-35, Market Street, High Peak, SK23 7AA",30.5 mi,+44 1663 734296,+44 1663 734296,,False,new
c703,Towngate Fisheries,"13, Towngate",30.5 mi,+44 7412 401240,+447412401240,,True,new
c704,The Village Chippy,"10-12, Church Street, High Peak, SK22 2JE",30.5 mi,+44 7572 489806,+447572489806,,True,new
